English,Arabic
Lymphocinesia,حركة اللمف
lymphokinesis,الدوران اللمفي
Lymphocyst,كيس أو كييس لمفي
Lymphocystosis,تكيس لمفي
Lymphocyte,لمفاوية - خلية لمفية - اللنفاوية أو خلية لنفاوية أو كرية لمفاوية - كريفة
Lymphocyte,كرية لنفية
Lymphocyte,اللمفاوية [ج: لمفاويات]
Lymphocyte,خلية ليمفية
Lymphocythemia,كثرة لمفيات الدم - تكثر اللمفاويات
Lymphocythemia,كثرة اللمفاويات
Lymphocytic,متعلق بالكريات اللنفاوية - كريفاوي
Lymphocytic,لمفاوي
Lymphocytic (or lymphoid) thyroiditis,سلعة لمفاوية - التهاب الدرقية اللمفاوية
Lymphocytoma,ورم لمفاوي
Lymphocytomatosis,ورم لمفاوي خلوي - داء انتشار الأورام اللمفية الخلوية
Lymphocytopenia,قلة اللمفاويات - نقص الكريات اللنفاوية
Lymphocytopenia,قلة اللمفاويات
Lymphocytopoiesis,تكون اللمفاويات - تولد الخلايا اللمفية
Lymphocytopoiesis,تكون اللمفاويات
Lymphocytosis,تكثر اللنفاويات - كثرة الخلايا اللمفية
Lymphocytosis,كثرة اللمفاويات
Lymphocytotic,متعلق بتكثر اللمفيات
Lymphocytotoxin,سم اللمفاويات - تكسين الخلايا اللمفية
Lymphocytotoxin,سم اللمفاويات
Lymphocytozoon,حيوان الخلايا اللمفية
Lymphodermia,مرض جلدي لنفاوي – مطلق مرضي في الأوعية اللنفاوية الجلدية
Lymphoepithelioma,ورم ظهاري لمفي
Lymphoepithelioma,ورم بشري لنفاوي
Lymphogenesis,تكون اللمف
Lymphogenous,مكون اللمف. مولد من اللنفا
Lymphoglandula,عقدة لنفاوية أو لمفية
Lymphogonia,مولدة الخلايا اللمفية
Lymphogram,صورة لمفية
Lymphogram,صورة لمفية
Poradenolymphitis,الالتهاب الغدي اللمفاوي النتحي
lymphogramuloma venereum,الورم اللمفاوي المحبب الزهري
Lymphogranuloma,ورم حبيبي لنفاوي:
Lymphogranuloma,حبيبوم لمفي
Lymphogranuloma venereum,حبيبوم لمفي زهري - التورم الحبيبي اللمفي الزهري
Lymphogranuloma venereum,ورم حبيبي لنفاوي زهري
Lymphogranuloma venereum,حبيبوم لمفي زهري
Lymphogranulomatosis,ورام حبيبي لمفي - داء التورم اللمفاوي الحبيبي. الورام اللنفاوي الحبيبي
Lymphogranulomatosis,ورام حبيبي لمفي
Lymphography,تصوير العقد والأوعية اللمفية – شعاعيًا
Lymphography,تصوير لمفي
Lymphoid,لمفاني - لمفواني - نظير اللنفا - شبيه باللمف
Lymphoid,لنفاوي ـ شهب اللنف:
Lymphoid,لمفاني - لمفي
Lymphoid tissue,نسيج لمفاني
Lymphoid thyroiditis,التهاب الدرقية اللمفاوي
Lymphoidectomy,استئصال نسيج لمفواني – اللوزتين مثلاً
Lymphoididity,مزاج لمفاوي أو لمفواني
Lymphoidotoxemia,تسمم لمفاوي أو لمفواني
Lymphokentric,منبه اللمفا
Lymphokine,لمفوكين
Lymphokine,لمفوكين
Lympholeukocyte,كريضة لمفية - كرية بيضاء لمفية – كرية بيضاء وحيدة النواة
Lymphology,مبحث الجهاز اللمفي
Lymphology,مبحث الجهاز اللمفي
Malignant lymphoma,ورم لنفاوي خبيث
Malignant lymphoma,ورم لمفاوي خبيث
Lymphoma,لمفوم - ورم لمفي
Lymphoma,ورم لنفاوي:
Lymphoma,لمفوم (ورم لمفي)
Lymphomatoid,ورم لمفاوي أو لمفواني
Lymphomatoid,ورم شبه اللنفاوي
Lymphomatosis,ورام لمفاوي
Lymphomatosis,ورام لمفي
Lymphomatous,لمفومي - متعلق بالورم اللمفي
Lymphomatous,لمفومي
Lymphomegaloblast,أرومة لمفية عرطلية - جذعة لمفية عرطلية
Lymphomonocyte,لمفية وحيدة النواة - كرية بيضاء وحيدة النواة
Lymphomyeloma,ورم لمفي نقيي – ساركوما ذات الخلايا الصغيرة المدورة
Lymphomyxoma,ورم مخاطي لنفاوي
Lymphonodus; pl. lymphonodi,عقدة لمفية - ج. عقد لمفية
Lymphonodus,عقدة لمفية
Lymphopathia,داء لنفاوي ـ اعلال لنفاوي
Lymphopathia,لماف
lymphopathy,اعتلال لمفي
Lymphopathia venereum,اللماف الزهري – تورم لمفي حبيبي زهري في الأربية
Lymphopathy,اعتلال لمفي
Lymphopenia,قلة اللمفاويات - نقص اللمفيات - قلة الكريات اللنفاوية أو اللمفية
Lymphopenia,قلة اللمفاويات
Lymphoplasm,جبلة اللمفا
spongioplasm,جبلة إسفنجية
Lymphoplasmia,تنسج لمفي – فقد اليحمور من الكريات الحمر
Lymphopoiesis,تنسج لمفاوي – نمو الكريات أو الأنسجة اللنفية - تكون اللمفيات أو النسيج اللمفي
Lymphopoietic,مكون التنسج اللنفاوي
Lymphopoietic,مكون اللمفاويات
Lymphoproliferative,تكاثري لمفي
Lymphoproliferative,تكاثري لمفي
Lymphorecticulosis,شباك لمفي - داء شبكي لمفاوي
Lymphorrhage,تكثر اللمفيات في العضل
Lymphorrhagia,نزف اللنفا - انسكاب لمفاوي
Lymphorrhoea,ثر اللمف
lymphorrhea,سيلان اللنفا – سيلان اللمف من جرح أو من تمزق وعاء لنفاوي
Lymphorrhea,ثر اللمف
Lymphorrhoid,تورم لمفي - انتفاخ لمفواني
Lymphosarcoma,غرن لمفي - سركومة لمفية – ورم لمفي - ورم عفلي بلغمي
Lymphosarcoma,ورم عفلي لنفاوي
Lymphosarcoma,غرن لمفي
Lymphosarcomatosis,غران لمفي - داء الأورام السركومية اللمفية
Lymphosarcomatosis,غران لمفي
Lymphoscrotum,فيل صفني – ارتشاح لمفي صفني
Lymphostasis,ركود لمفي - ركود اللنفا
Lymphostasis,ركود لمفي
Lymphotaxis,انتحاء لمفاوي - جذب أو دفع لمفي
Lymphotism,مزاج لمفاوي - اضطراب لمفي
Lymphotome,مكحط الغدانيات
Lymphotomy,تشريح الجملة اللمفية
Lymphotoxin,انسمام لمفي - تكسيميا لنفاوية
Lymphotrophy,تغذية لمفية
Lymphous,لمفي - لمفاوي
Lymphuria,بيلة لمفاوية أو لمفية
Lymphuria,بيلة لمفية
Lymphvascular,لمفي وعائي
Lyophil,مستذوب
lyophile,ميال للذوبان
lyophilic,مولع بالمذيب
Lyophilic,متجفد
Lyophilisation,تجفيد (= تجفيف بالتجميد)
Lyophilise,يجفد
Lyophilization,تذوب - استذواب
Lyophilize,يجفد - يجفف بالتجميد
Lyophilizer,مجفاد [ج: مجافيد]
Lyophobe,مادة غير مستذوبة
Lyophobe,لا متجفد
Lyophobic,غير مستذوب. لا متجفد
Lyotropic,ذواب - سهل الإذابة
Lypemania,اكتئاب عقلي
Lypemania,سويداء - مس كربي - غم عقلي
lyperophrenia,سويداء - مس كربي - غم عقلي
Lyperophrenia,مالنخوليا - سويداء - غم عقلي
Lypothymia,غم نفساني
Lyra,قيثارة – عضو قيثاري الشكل
lyre,قيثارة – عضو قيثاري الشكل
Lyra vaginae,غضون المهبل
the vaginal rugae,غضون المهبل
Lys-,"سابقة بمعنى ""انحلال"" أو ""حل"""
lysi-,"سابقة بمعنى ""انحلال"" أو ""حل"""
lyso-,"سابقة بمعنى ""انحلال"" أو ""حل"""
Vaccine lysate,حلالة لقاحية
Lysate,حلالة – حصيلة انحلال الخلايا
Lysate,حلولة [ج: حلولات]
Lyze,يحل. ينحل
lyse,يحل. ينحل
Lyse,يحل - ينحل
Lyse,ينحل - يتحلل. يحل - يحل
lyze,ينحل - يتحلل. يحل - يحل
Lysemia,انحلال الدم
Lysergide,ليزرجيد
Lysimeter,مقياس الانحلال
Lysin,حالة - حال – جسم ضدي حال للخلايا
Lysin,حالة [ج: حالات]
Lysine,ليزين (حمض آميني)
Lysine,ليزين
Lysinogen,مولد الحالات - مولد المواد الحالة
Lysinogenesis,تكون الحوال - حصول الحوال
Lysinosis,السحار القطني - تقطن الرئة
Lysis,هضم الخضاب - انحلال اليحمور
Lysis,حل - انحلال - تحلل. إقلاع أو زوال الحمى تدريجيا. تحرير العضو من الالتصاقات
Lysis,حل - انحلال
Lyso-,"سابقة بمعنى ""انحلال"" أو ""حل"""
Lysobacteria,جراثيم حالة
Lysogen,مكون الحالات - مكون الحوال - مولد المواد الحالة
Lysogen,مستذيب
Lysogenesis,استذابة
Lysogenesis,تكوين الحوال - توليد المواد الحالة - استذابية
lysogenicity,تكوين الحوال - توليد المواد الحالة - استذابية
Lysogenic,مكون الحوال (أو الحالات) - مستذيب
Lysogenicity,استذابية
Lysogenicity,تكوين الحالات - توليد المواد الحالة - استذابية
lysogeny,تكوين الحالات - توليد المواد الحالة - استذابية
Lysogeny,استذابة
Lysolecithin,ليزولستين
Lysosme,يحلول - جسيم حال
Lysosomal,يحلولي
Lysosome,جسيم حال
Lysotype,نمط حلي
Lysotype,نمط حلي
Lysozym,خميرة حالة
lysozyme,خميرة حالة
Lysozyme,خميرة حالة ـ خميرة ذوابة (بروتين أساسي يتواجد في الدمع واللعاب وما شابه)
Lysozyme,ليزويم (= موراميداز)
Lyssa,كلب - داء الكلب
Lyssa,كلب
rabies,كلب
Lyssic,كلبي - مكلوب
Lyssic,كلبي
Lyssodexis,عضة كلب كلب
Lyssoid,كلباني - نظير الكلب
lyssophobia,كلب - كلبي
Maniaphobia – lyssophobia,الخوف من الجنون
Lyterian,دال على التحلل. إقلاعي – مشير إلى زوال الحمى التدريجي
Lytic,حال - انحلالي. إقلاعي
Lytic,انحلالي
Lytic,حال - حلي - انحلالي
m.o.,إنسي طاحن
mesio-occlusal,إنسي طاحن
o.m.,كل صباح
omni mane,كل صباح
M,م (رمز المتر)
Mace,بسباسة – نوع من البهار يستخرج من قشور ثمرة جوزة الطيب
macis,بسباسة – نوع من البهار يستخرج من قشور ثمرة جوزة الطيب
Macene,ماسين - بسباسين – زيت عطري يحصل من تقطير أزهار جوزة الطيب
Macerate,يمرث - ينقع - يعطن
Macerate,يعطن
Maceration,تعطن - عطن - تعطين - نقع - مرث
Maceration,تعطن ـ عطن (ترقيق المادة بغمسها بالسوائل)
Maceration,تعطن. تعطين
Macerative,عطين - معطون - ممروث
Macerative,معطن ـ منقوع
Machine,آلة - مكنة - ماكنة
Machine,آلة
Machine,ماكنة [ج: ماكنات]
Macho,داء الليشمانيا الدرني
Machonnement,علك - ضغضغة
Wasting,هزال
macies,ضمور
Macies,هزال
wasting,ضوى
Maclagan’s test,اختبار مكلاغان
Macradenous,ذو غدد كبيرة - كبير الغدد
Macrencephalia,كبر الرأس
macrencephaly,ضخم الدماغ
Macrencephaly,كبر الرأس
Macro-,"صدر يعني ""ضخم"" أو ""عظيم"" أو ""كبرى"" أو ""كبير"""
Macro-,بادئة تعني: كبر ـ ضخامة ـ كبير
Macro-,ضخم - كبري (سابقة)
Macroamylase,أميلاز كبرية
Macroamylasemia,وجود الأميلاز الكبرية في الدم
Macrobacterium,جرثوم كبير - بكترية كبرية
Macrobiosis,التعمير – طول العمر
Macrobiota,الأحياء العيانية – من نبات وحيوان
Macrobiotic,معمر - طويل العمر. متعلق بالأحياء العيانية
Macroblase,أرومة كبرية
Macroblast,جذعة كبيرة - أرومة أو جرثومة أو بدائية كبيرة – كرية حمراء منواة كبيرة
Macroblast,كبر الذراعين - ضخامة الذراعين
Macroblast,مصورة كبيرة (كرية ضخمة)
Macroblepharia,ضخامة الجفن - كبر الجفن
Macroblepharia,ضخامة الأجفان
Macroblepharia,ضخامة الجفن
Macrobrachia,ضخامة الذراع
Macrocardius,كبر القلب - ضخامة القلب
Macrocephalia,ضخامة الرأس
Macrocephalia,كبر الرأس
macrocephaly,ضخامة الرأس
Macrocephalous,أرأس - كبير الرأس - ضخم الرأس - غندلاني - أكبس
