Source,German/Dutch,Arabic
DictionaryForMIDs dr.malek.homs,Eavesdrops,يتصنّت
DictionaryForMIDs dr.malek.homs,Ebullience,الحماسة
DictionaryForMIDs dr.malek.homs,Ebulliency,الابتهاج
DictionaryForMIDs dr.malek.homs,Ebullient,متحمّس
DictionaryForMIDs dr.malek.homs,Echinoderm,شوكيّ
DictionaryForMIDs dr.malek.homs,Eclipsing,الكسوف
DictionaryForMIDs dr.malek.homs,Ecological,بيئيّ
DictionaryForMIDs dr.malek.homs,Ecologies,علوم البيئة
DictionaryForMIDs dr.malek.homs,Ecologists,علماء الالبيئة
DictionaryForMIDs dr.malek.homs,Economical,إقتصادي
DictionaryForMIDs dr.malek.homs,Economies,الإقتصاديات
DictionaryForMIDs dr.malek.homs,Economists,الإقتصاديون
DictionaryForMIDs dr.malek.homs,Economize,إقتصد
DictionaryForMIDs dr.malek.homs,Economized,مقتصد
DictionaryForMIDs dr.malek.homs,Economizer,المقتصد
DictionaryForMIDs dr.malek.homs,Economizes,يقتصد
DictionaryForMIDs dr.malek.homs,EconoMode,النمط الاقتصادي
DictionaryForMIDs dr.malek.homs,Ecosystems,الأنظمة البيئية
DictionaryForMIDs dr.malek.homs,Ecstasies,النّشوات
DictionaryForMIDs dr.malek.homs,Ecstasize,إنشرح
DictionaryForMIDs dr.malek.homs,Ecstasized,منشرح
DictionaryForMIDs dr.malek.homs,Ecstasizes,ينشرح
DictionaryForMIDs dr.malek.homs,Ecumenical,عالمي
DictionaryForMIDs dr.malek.homs,Ecumenics,تحليل عالمية الكنيسة
DictionaryForMIDs dr.malek.homs,Ecumenism,الوحدوية
DictionaryForMIDs dr.malek.homs,Edelweiss,إديلويس
DictionaryForMIDs dr.malek.homs,Edgewater,ايدجواتر
DictionaryForMIDs dr.malek.homs,Edibility,صلوحية الأكل
DictionaryForMIDs dr.malek.homs,Edifyingly,بطريقة تنويريّة
DictionaryForMIDs dr.malek.homs,Edinburgh,أدنبرة
DictionaryForMIDs dr.malek.homs,Editorial,الإفتتاحية
DictionaryForMIDs dr.malek.homs,Editorials,الإفتتاحيات
DictionaryForMIDs dr.malek.homs,Editorship,منصب رئيس التحرير
DictionaryForMIDs dr.malek.homs,Edmondson,إدموندسون
DictionaryForMIDs dr.malek.homs,Educatedly,بشكل متعلّم
DictionaryForMIDs dr.malek.homs,Educating,التعلّم
DictionaryForMIDs dr.malek.homs,Educations,التعليم
DictionaryForMIDs dr.malek.homs,Educative,تربوي
DictionaryForMIDs dr.malek.homs,Educators,المربون
DictionaryForMIDs dr.malek.homs,Edwardian,"متعلق بالملك \\""ايدوارد\\"" ملك انجلترا"
DictionaryForMIDs dr.malek.homs,Effaceable,قابل للمسح
DictionaryForMIDs dr.malek.homs,Effecting,الإحداث
DictionaryForMIDs dr.malek.homs,Effectless,غير فعّال
DictionaryForMIDs dr.malek.homs,Effectors,المستجيبات
DictionaryForMIDs dr.malek.homs,Effectual,فعّال
DictionaryForMIDs dr.malek.homs,Effectuate,أثّر
DictionaryForMIDs dr.malek.homs,Effeminacy,الخنوثة
DictionaryForMIDs dr.malek.homs,Efferently,بشكل ناقل
DictionaryForMIDs dr.malek.homs,Effeteness,الضّعف، العقم
DictionaryForMIDs dr.malek.homs,Efficacies,الكفاءات
DictionaryForMIDs dr.malek.homs,Effloresce,أزهر
DictionaryForMIDs dr.malek.homs,Effluence,الدفق
DictionaryForMIDs dr.malek.homs,Effluences,الدفقات
DictionaryForMIDs dr.malek.homs,Effluents,المخلّفات السّائلة
DictionaryForMIDs dr.malek.homs,Effortless,سهل
DictionaryForMIDs dr.malek.homs,Effusions,الإراقة
DictionaryForMIDs dr.malek.homs,Effusively,بشكل فياض
DictionaryForMIDs dr.malek.homs,Eggbeater,مضرب البيض
DictionaryForMIDs dr.malek.homs,Eggheaded,مثقّف
DictionaryForMIDs dr.malek.homs,Eggplants,الباذنجان
DictionaryForMIDs dr.malek.homs,Eggshells,قشور البيض
DictionaryForMIDs dr.malek.homs,Egotistic,مغرور
DictionaryForMIDs dr.malek.homs,Egregious,شنيع
DictionaryForMIDs dr.malek.homs,Egression,المخرج
DictionaryForMIDs dr.malek.homs,Egressions,المخارج
DictionaryForMIDs dr.malek.homs,Egyptians,المصريون
DictionaryForMIDs dr.malek.homs,Eiderdown,ريش العيدر
DictionaryForMIDs dr.malek.homs,Eiderdowns,ريش العيدر
DictionaryForMIDs dr.malek.homs,Eigenvalue,معامل التحول الخطي
DictionaryForMIDs dr.malek.homs,Eighteenth,ثامن عشر
DictionaryForMIDs dr.malek.homs,Eightfold,ثمانيّ
DictionaryForMIDs dr.malek.homs,Eightieth,ثمانون
DictionaryForMIDs dr.malek.homs,Eisenhower,آيزنهاور
DictionaryForMIDs dr.malek.homs,Either-way,بأي من الطّرق
DictionaryForMIDs dr.malek.homs,Ejaculated,مقذوف
DictionaryForMIDs dr.malek.homs,Ejaculates,يقذف
DictionaryForMIDs dr.malek.homs,Ektachrome,إكتاتشروم
DictionaryForMIDs dr.malek.homs,Elaborated,متوسّع
DictionaryForMIDs dr.malek.homs,Elaborates,يتوسّع
DictionaryForMIDs dr.malek.homs,Elastical,مرن
DictionaryForMIDs dr.malek.homs,Elasticly,بشكل مطاطي
DictionaryForMIDs dr.malek.homs,Elastomer,إلاستومر (يشبه المطاط)
DictionaryForMIDs dr.malek.homs,Elatedness,الابتهاج
DictionaryForMIDs dr.malek.homs,Elbowroom,المجال
DictionaryForMIDs dr.malek.homs,Elections,الإنتخابات
DictionaryForMIDs dr.malek.homs,Electively,إختياريا
DictionaryForMIDs dr.malek.homs,Electives,الموادّ الاختياريّة
DictionaryForMIDs dr.malek.homs,Electoral,إنتخابي
DictionaryForMIDs dr.malek.homs,Electorate,الناخبون
DictionaryForMIDs dr.malek.homs,Electress,المنتخبة
DictionaryForMIDs dr.malek.homs,Electrical,كهربائي
DictionaryForMIDs dr.malek.homs,Electrics,الكهرباء
DictionaryForMIDs dr.malek.homs,Electrify,كهرب
DictionaryForMIDs dr.malek.homs,Electrize,كهرب
DictionaryForMIDs dr.malek.homs,Electrodes,الأقطاب الكهربائية
DictionaryForMIDs dr.malek.homs,Electrons,الألكترونات
DictionaryForMIDs dr.malek.homs,Elegances,الرشاقة
DictionaryForMIDs dr.malek.homs,Elegantly,بشكل رائع
DictionaryForMIDs dr.malek.homs,Elemental,عنصري
DictionaryForMIDs dr.malek.homs,Eleminate,إليمنات
DictionaryForMIDs dr.malek.homs,Elephants,الفيلة
DictionaryForMIDs dr.malek.homs,Elevating,الرفع
DictionaryForMIDs dr.malek.homs,Elevations,الإرتفاعات
DictionaryForMIDs dr.malek.homs,Elevators,المصاعد
DictionaryForMIDs dr.malek.homs,Elevenses,التصبيرة الصباحية
DictionaryForMIDs dr.malek.homs,Elfishness,العفرتة
DictionaryForMIDs dr.malek.homs,Eliciting,الإنتزاع
DictionaryForMIDs dr.malek.homs,Eliminated,مزال
DictionaryForMIDs dr.malek.homs,Eliminates,يزيل
DictionaryForMIDs dr.malek.homs,Eliminator,المزيل
DictionaryForMIDs dr.malek.homs,Elisabeth,إليزابيث
DictionaryForMIDs dr.malek.homs,Elizabeth,إليزابيث
DictionaryForMIDs dr.malek.homs,Ellipsoid,مجسم القطع الناقص
DictionaryForMIDs dr.malek.homs,Ellipsoids,مجسمات القطع الناقص
DictionaryForMIDs dr.malek.homs,Elliptical,إهليليجي
DictionaryForMIDs dr.malek.homs,Ellsworth,ألسويرث
DictionaryForMIDs dr.malek.homs,Elocution,الخطابة
DictionaryForMIDs dr.malek.homs,Elocutions,الخطابة
DictionaryForMIDs dr.malek.homs,Elongates,يطوّل
DictionaryForMIDs dr.malek.homs,Elongating,التطويل
DictionaryForMIDs dr.malek.homs,Elopement,الفرار
DictionaryForMIDs dr.malek.homs,Eloquence,الفصاحة
DictionaryForMIDs dr.malek.homs,Eloquently,بشكل بليغ
DictionaryForMIDs dr.malek.homs,Elsewhere,في مكان آخر
DictionaryForMIDs dr.malek.homs,Elucidate,وضّح
DictionaryForMIDs dr.malek.homs,Elucidated,موضّح
DictionaryForMIDs dr.malek.homs,Elucidates,يوضّح
DictionaryForMIDs dr.malek.homs,Elusively,بشكل مراوغ
DictionaryForMIDs dr.malek.homs,Emaciated,ضاعف
DictionaryForMIDs dr.malek.homs,Emaciates,يضعف
DictionaryForMIDs dr.malek.homs,Emaciating,الضعف
DictionaryForMIDs dr.malek.homs,Emanating,الإنبثاق
DictionaryForMIDs dr.malek.homs,Emanations,الإنبثاق
DictionaryForMIDs dr.malek.homs,Emanative,إنبثاقي
DictionaryForMIDs dr.malek.homs,Emancipate,أعتق
DictionaryForMIDs dr.malek.homs,Emasculate,مخنّث
DictionaryForMIDs dr.malek.homs,Embalmers,المحنّطون
DictionaryForMIDs dr.malek.homs,Embalming,التحنيط
DictionaryForMIDs dr.malek.homs,Embalmment,الصبر
DictionaryForMIDs dr.malek.homs,Embanking,السدّ
DictionaryForMIDs dr.malek.homs,Embargoed,مقاطع
DictionaryForMIDs dr.malek.homs,Embargoes,المقاطعات
DictionaryForMIDs dr.malek.homs,Embargoing,المقاطعة
DictionaryForMIDs dr.malek.homs,Embarking,الصعود
DictionaryForMIDs dr.malek.homs,Embarkment,الرّكوب
DictionaryForMIDs dr.malek.homs,Embarrass,أحرج
DictionaryForMIDs dr.malek.homs,Embassies,السفارات
DictionaryForMIDs dr.malek.homs,Embattled,محاصر
DictionaryForMIDs dr.malek.homs,Embattles,يعبّئ
DictionaryForMIDs dr.malek.homs,Embattling,التعبئة
DictionaryForMIDs dr.malek.homs,Embedment,الغرز
DictionaryForMIDs dr.malek.homs,Embellish,زيّن
DictionaryForMIDs dr.malek.homs,Embezzled,مختلس
DictionaryForMIDs dr.malek.homs,Embezzler,المختلس
DictionaryForMIDs dr.malek.homs,Embezzlers,المختلسون
DictionaryForMIDs dr.malek.homs,Embezzles,يختلس
DictionaryForMIDs dr.malek.homs,Embezzling,الإختلاس
DictionaryForMIDs dr.malek.homs,Embittered,شاعر بالمرارة
DictionaryForMIDs dr.malek.homs,Embitters,يشعر بالمرارة
DictionaryForMIDs dr.malek.homs,Emblazoned,مزركش
DictionaryForMIDs dr.malek.homs,Emblazons,يمجّد
DictionaryForMIDs dr.malek.homs,Emblematic,رمزي
DictionaryForMIDs dr.malek.homs,Alsatians,الألزاسي
DictionaryForMIDs dr.malek.homs,Altarpiece,اللّوحة
DictionaryForMIDs dr.malek.homs,Alterable,قابل للتّغيير
DictionaryForMIDs dr.malek.homs,Alterably,بتغيّر
DictionaryForMIDs dr.malek.homs,Altercate,تشاحنّ
DictionaryForMIDs dr.malek.homs,Altercated,تشاحن
DictionaryForMIDs dr.malek.homs,Altercates,يتشاحن
DictionaryForMIDs dr.malek.homs,Alternated,تناوب
DictionaryForMIDs dr.malek.homs,Alternates,يتناوب
DictionaryForMIDs dr.malek.homs,Altimeter,مقياس الارتفاع
DictionaryForMIDs dr.malek.homs,Altimeters,مقاييس الارتفاع
DictionaryForMIDs dr.malek.homs,Altogether,كلّيًّا
DictionaryForMIDs dr.malek.homs,Altruistic,مؤثر
DictionaryForMIDs dr.malek.homs,Altruists,المؤثرون
DictionaryForMIDs dr.malek.homs,Aluminate,ألومينات
DictionaryForMIDs dr.malek.homs,Aluminums,الألمنيوم
DictionaryForMIDs dr.malek.homs,Alveolarly,ألفيولارلي
DictionaryForMIDs dr.malek.homs,Amalgamate,اندمج
DictionaryForMIDs dr.malek.homs,Amanuensis,الكاتب
DictionaryForMIDs dr.malek.homs,Amaryllis,الأمارلس
DictionaryForMIDs dr.malek.homs,Amateurish,رديء
DictionaryForMIDs dr.malek.homs,Amateurism,الهواية
DictionaryForMIDs dr.malek.homs,Amazement,الذّهول
DictionaryForMIDs dr.malek.homs,Amazingly,بشكلٍ مذهل
DictionaryForMIDs dr.malek.homs,Ambergris,العنبر
DictionaryForMIDs dr.malek.homs,Ambiances,البيئات
DictionaryForMIDs dr.malek.homs,Ambiences,الأجواء
DictionaryForMIDs dr.malek.homs,Ambiguous,ملتبس
DictionaryForMIDs dr.malek.homs,Ambitions,الطّموحات
DictionaryForMIDs dr.malek.homs,Ambitious,طموح
DictionaryForMIDs dr.malek.homs,Ambrosial,لذيذ
DictionaryForMIDs dr.malek.homs,Ambrosian,بمنتهى اللذة
DictionaryForMIDs dr.malek.homs,Ambrosias,الأطعمة اللذيذة
DictionaryForMIDs dr.malek.homs,Ambulances,سيّارات الإسعاف
DictionaryForMIDs dr.malek.homs,Ambulated,تجوّل
DictionaryForMIDs dr.malek.homs,Ambulates,يتجوّل
DictionaryForMIDs dr.malek.homs,Ambulating,التّجوّل
DictionaryForMIDs dr.malek.homs,Ambulation,التمشّي
DictionaryForMIDs dr.malek.homs,Ambuscade,الكمين
DictionaryForMIDs dr.malek.homs,Ambuscaded,باغت
DictionaryForMIDs dr.malek.homs,Ambuscader,مباغت
DictionaryForMIDs dr.malek.homs,Ambuscades,الكمائن
DictionaryForMIDs dr.malek.homs,Ambushing,نصب كمينًا
DictionaryForMIDs dr.malek.homs,Ameliorate,حسّن
DictionaryForMIDs dr.malek.homs,Embodiment,التضمين
DictionaryForMIDs dr.malek.homs,Embodying,التجسيد
DictionaryForMIDs dr.malek.homs,Emboldened,مشجّع
DictionaryForMIDs dr.malek.homs,Emboldens,يشجّع
DictionaryForMIDs dr.malek.homs,Embolisms,الجلطات
DictionaryForMIDs dr.malek.homs,Embosomed,محضون
DictionaryForMIDs dr.malek.homs,Embosoming,الحضن
DictionaryForMIDs dr.malek.homs,Embossers,المزخرفون
DictionaryForMIDs dr.malek.homs,Embossing,النقش
DictionaryForMIDs dr.malek.homs,Embossment,النقش
DictionaryForMIDs dr.malek.homs,Embracing,التعانق
DictionaryForMIDs dr.malek.homs,Embracive,إحتوائي
DictionaryForMIDs dr.malek.homs,Embrittle,هشّش
DictionaryForMIDs dr.malek.homs,Embroider,طرّز
DictionaryForMIDs dr.malek.homs,Embroiders,يطرّز
DictionaryForMIDs dr.malek.homs,Embroidery,التطريز
DictionaryForMIDs dr.malek.homs,Embroiled,مورّط
DictionaryForMIDs dr.malek.homs,Embroiling,التوريط
DictionaryForMIDs dr.malek.homs,Emendable,قابل للتّصحيح
DictionaryForMIDs dr.malek.homs,Emergences,الظهور
DictionaryForMIDs dr.malek.homs,Emigrants,المهاجرون
DictionaryForMIDs dr.malek.homs,Emigrated,مهاجر
DictionaryForMIDs dr.malek.homs,Emigrates,يهاجر
DictionaryForMIDs dr.malek.homs,Emigrating,الهجرة
DictionaryForMIDs dr.malek.homs,Eminently,بتفوق
DictionaryForMIDs dr.malek.homs,Emissaries,المبعوثون
DictionaryForMIDs dr.malek.homs,Emissions,الإشعاعات
DictionaryForMIDs dr.malek.homs,Emissivity,قوة الإشعاع
DictionaryForMIDs dr.malek.homs,Emittance,الابتعاثية
DictionaryForMIDs dr.malek.homs,Emoluments,المكافآت
DictionaryForMIDs dr.malek.homs,Empathized,تعاطف
DictionaryForMIDs dr.malek.homs,Emphasize,أكّد
DictionaryForMIDs dr.malek.homs,Emphasized,مؤكّد
DictionaryForMIDs dr.malek.homs,Emphasizes,يؤكّد
DictionaryForMIDs dr.malek.homs,Empiricist,التجريبي
DictionaryForMIDs dr.malek.homs,Emplastic,إمبلاستيك
DictionaryForMIDs dr.malek.homs,Employees,المستخدمون
DictionaryForMIDs dr.malek.homs,Employers,أرباب الأعمال
DictionaryForMIDs dr.malek.homs,Employing,الإستخدام
DictionaryForMIDs dr.malek.homs,Emporiums,المتاجر
DictionaryForMIDs dr.malek.homs,Empowered,مخوّل
DictionaryForMIDs dr.malek.homs,Empowering,التشجيع
DictionaryForMIDs dr.malek.homs,Empresses,الإمبراطورات
DictionaryForMIDs dr.malek.homs,Emptiness,الفراغ
DictionaryForMIDs dr.malek.homs,Emulating,المحاكاة
DictionaryForMIDs dr.malek.homs,Emulations,المحاكاة
DictionaryForMIDs dr.malek.homs,Emulative,محاكي
DictionaryForMIDs dr.malek.homs,Emulators,المحاكون
DictionaryForMIDs dr.malek.homs,Emulsified,مستحلب
DictionaryForMIDs dr.malek.homs,Emulsifies,يستحلب
DictionaryForMIDs dr.malek.homs,Emulsions,المستحلبات
DictionaryForMIDs dr.malek.homs,Enactments,التشريعات
DictionaryForMIDs dr.malek.homs,Enamelers,الصقَال (يصقل)
DictionaryForMIDs dr.malek.homs,Enameling,الصَقل
DictionaryForMIDs dr.malek.homs,Enamelled,مطلي
DictionaryForMIDs dr.malek.homs,Enamelling,الطلي
DictionaryForMIDs dr.malek.homs,Enamoring,الفتنة
DictionaryForMIDs dr.malek.homs,Enamoured,معجب
DictionaryForMIDs dr.malek.homs,Encamping,العسكرة
DictionaryForMIDs dr.malek.homs,Encasement,التغليف
DictionaryForMIDs dr.malek.homs,Enchained,مقيّد
DictionaryForMIDs dr.malek.homs,Enchaining,التقييد
DictionaryForMIDs dr.malek.homs,Enchanted,مسحور
DictionaryForMIDs dr.malek.homs,Enchanter,الساحر
DictionaryForMIDs dr.malek.homs,Enchanters,السحرة
DictionaryForMIDs dr.malek.homs,Enchanting,السحر
DictionaryForMIDs dr.malek.homs,Enchiladas,الإنتشلادا
DictionaryForMIDs dr.malek.homs,Enciphered,مشفّر
DictionaryForMIDs dr.malek.homs,Encipherer,المشفّر
DictionaryForMIDs dr.malek.homs,Enciphers,يشفّر
DictionaryForMIDs dr.malek.homs,Encircled,مطوّق
DictionaryForMIDs dr.malek.homs,Encircles,يطوّق
DictionaryForMIDs dr.malek.homs,Enclosing,الإرفاق
DictionaryForMIDs dr.malek.homs,Encomiums,الثناءات
DictionaryForMIDs dr.malek.homs,Encompass,أحط
DictionaryForMIDs dr.malek.homs,Encounters,اللقاءات
DictionaryForMIDs dr.malek.homs,Encouraged,مشجّع
DictionaryForMIDs dr.malek.homs,Encourager,المشجّع
DictionaryForMIDs dr.malek.homs,Encourages,يشجّع
DictionaryForMIDs dr.malek.homs,Encroached,متجاوز
DictionaryForMIDs dr.malek.homs,Encroacher,المتجاوز
DictionaryForMIDs dr.malek.homs,Encroaches,يتجاوز
DictionaryForMIDs dr.malek.homs,Encrusted,مغطّى
DictionaryForMIDs dr.malek.homs,Encrusting,التغطية
DictionaryForMIDs dr.malek.homs,Encrypted,مشفّر
DictionaryForMIDs dr.malek.homs,Encrypting,التشفير
DictionaryForMIDs dr.malek.homs,Encumbers,يثقل
DictionaryForMIDs dr.malek.homs,Encyclical,المنشور
DictionaryForMIDs dr.malek.homs,Endangered,معرّض للخطر
DictionaryForMIDs dr.malek.homs,Endangers,يعرّض للخطر
DictionaryForMIDs dr.malek.homs,Endearing,التحبيب
DictionaryForMIDs dr.malek.homs,Endearment,التحبّب
DictionaryForMIDs dr.malek.homs,Endeavored,مسعي
DictionaryForMIDs dr.malek.homs,Endeavorer,المحاول
DictionaryForMIDs dr.malek.homs,Endeavors,المساعي
DictionaryForMIDs dr.malek.homs,Endeavours,المساعي
DictionaryForMIDs dr.malek.homs,Endemicity,الاستشراء
DictionaryForMIDs dr.malek.homs,Endlessly,بشكل لانهائي
DictionaryForMIDs dr.malek.homs,Endogamous,زواجي
DictionaryForMIDs dr.malek.homs,Endorsees,المصدّقون
DictionaryForMIDs dr.malek.homs,Endorsers,المصدّقون
DictionaryForMIDs dr.malek.homs,Endorsing,التصديق
DictionaryForMIDs dr.malek.homs,Endosperm,السّويداء
DictionaryForMIDs dr.malek.homs,Endowments,الهبات
DictionaryForMIDs dr.malek.homs,Endpoints,نقاط انتهاء
